Upload video,Annotated,timestamp
"{""video"": "".gradio\\flagged\\Upload video\\6f0bb8f02e725f2038af\\Trafic_light_demo.mp4"", ""subtitles"": null}","{""video"": "".gradio\\flagged\\Annotated\\9fa55df32c2776e916b8\\tmpe6jhs38w.mp4"", ""subtitles"": null}",2025-09-05 19:51:47.783416
